year,week,departament_name,departament_id,province,trends_dengue,prec_2weeks,temp_2weeks_avg,humd_2weeks_avg,target_cases
2019,3,COMUNA 5,5,CABA,,,,,1
2019,6,Zárate,55,Buenos Aires,,,,,1
2019,7,Berazategui,18,Buenos Aires,,,,,1
2019,7,COMUNA 1,1,CABA,,,,,2
2019,8,COMUNA 14,14,CABA,,,,,1
2019,9,COMUNA 10,10,CABA,,,,,1
2019,9,Florencio Varela,28,Buenos Aires,,,,,3
2019,9,Ituzaingó,33,Buenos Aires,,,,,3
2019,9,Tigre,52,Buenos Aires,,,,,1
2019,11,COMUNA 14,14,CABA,,,,,1
2019,11,COMUNA 9,9,CABA,,,,,1
2019,11,Ituzaingó,33,Buenos Aires,,,,,2
2019,12,COMUNA 14,14,CABA,,,,,1
2019,12,Ituzaingó,33,Buenos Aires,,,,,4
2019,12,Malvinas Argentinas,41,Buenos Aires,,,,,1
2019,12,Morón,44,Buenos Aires,,,,,1
2019,13,COMUNA 3,3,CABA,,,,,1
2019,13,COMUNA 9,9,CABA,,,,,1
2019,13,Ituzaingó,33,Buenos Aires,,,,,8
2019,14,COMUNA 10,10,CABA,,,,,1
2019,14,COMUNA 9,9,CABA,,,,,1
2019,14,Ituzaingó,33,Buenos Aires,,,,,4
2019,15,COMUNA 10,10,CABA,,,,,1
2019,15,COMUNA 14,14,CABA,,,,,1
2019,15,COMUNA 15,15,CABA,,,,,1
2019,15,COMUNA 9,9,CABA,,,,,1
2019,15,Ituzaingó,33,Buenos Aires,,,,,2
2019,15,La Plata,37,Buenos Aires,,,,,1
2019,15,San Miguel,50,Buenos Aires,,,,,1
2019,16,COMUNA 9,9,CABA,,,,,1
2019,16,Florencio Varela,28,Buenos Aires,,,,,2
2019,16,Ituzaingó,33,Buenos Aires,,,,,3
2019,16,Morón,44,Buenos Aires,,,,,3
2019,17,COMUNA 9,9,CABA,,,,,3
2019,17,Ituzaingó,33,Buenos Aires,,,,,2
2019,17,Morón,44,Buenos Aires,,,,,1
2019,18,Florencio Varela,28,Buenos Aires,,,,,1
2019,18,Ituzaingó,33,Buenos Aires,,,,,2
2019,19,COMUNA 14,14,CABA,,,,,1
2019,19,Ituzaingó,33,Buenos Aires,,,,,2
2019,19,La Plata,37,Buenos Aires,,,,,1
2019,21,COMUNA 9,9,CABA,,,,,1
2019,21,José C. Paz,34,Buenos Aires,,,,,1
2019,23,Malvinas Argentinas,41,Buenos Aires,,,,,1
2019,26,Exaltación de la Cruz,26,Buenos Aires,,,,,1
2019,49,COMUNA 1,1,CABA,,,,,1
2019,51,COMUNA 1,1,CABA,,,,,1
